species	HGNC	UniProtKB	gene	ID
HUMAN	17521	Q96PM9	Zinc finger protein 385A	ZNF385A
HUMAN	744	Q9UBL3	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L
HUMAN	15789	P53582	Methionine aminopeptidase 1	METAP1
HUMAN	3702	Q13642	Four and a half LIM domains protein 1	FHL1
HUMAN	16732	Q96PE7	"Methylmalonyl-CoA epimerase, mitochondrial"	MCEE
HUMAN	11150	P08621	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70
HUMAN	6598	P18858	DNA ligase 1	LIG1
HUMAN	4758	P23527	Histone H2B type 1-O	HIST1H2BO
HUMAN	3326	P28324	ETS domain-containing protein Elk-4	ELK4
HUMAN	20564	Q9NUK0	Muscleblind-like protein 3	MBNL3
HUMAN	9828	P78406	mRNA export factor	RAE1
HUMAN	23720	Q70SY1	Cyclic AMP-responsive element-binding protein 3-like protein 2	CREB3L2
HUMAN	15862	Q9NWM0	Spermine oxidase	SMOX
HUMAN	6121	O14896	Interferon regulatory factor 6	IRF6
HUMAN	11160	P62318	Small nuclear ribonucleoprotein Sm D3	SNRPD3
HUMAN	1806	Q99626	Homeobox protein CDX-2	CDX2
HUMAN	25895	Q53GL7	Poly [ADP-ribose] polymerase 10	PARP10
HUMAN	11952	Q05952	Nuclear transition protein 2	TNP2
HUMAN	8939	Q9UMS5	Putative homeodomain transcription factor 1	PHTF1
HUMAN	24903	Q9Y520	Protein PRRC2C	PRRC2C
HUMAN	24489	Q8ND56	Protein LSM14 homolog A	LSM14A
HUMAN	7391	P28360	Homeobox protein MSX-1	MSX1
HUMAN	11986	P11387	DNA topoisomerase 1	TOP1
HUMAN	3252	O14602	"Eukaryotic translation initiation factor 1A, Y-chromosomal"	EIF1AY
HUMAN	4792	Q99525	Histone H4-like protein type G	HIST1H4G
HUMAN	13312	P78417	Glutathione S-transferase omega-1	GSTO1
HUMAN	24636	Q9UHB6	LIM domain and actin-binding protein 1	LIMA1
HUMAN	ENSG00000271786	U3KQU2	Uncharacterized protein (Fragment)	unassigned
HUMAN	10983	Q9UJS0	Calcium-binding mitochondrial carrier protein Aralar2	SLC25A13
HUMAN	8490	O43929	Origin recognition complex subunit 4	ORC4
HUMAN	9962	Q92900	Regulator of nonsense transcripts 1	UPF1
HUMAN	13266	Q9GZR7	ATP-dependent RNA helicase DDX24	DDX24
HUMAN	9187	P24928	DNA-directed RNA polymerase II subunit RPB1	POLR2A
HUMAN	7806	Q13952	Nuclear transcription factor Y subunit gamma	NFYC
HUMAN	10989	Q00325	"Phosphate carrier protein, mitochondrial"	SLC25A3
HUMAN	14499	Q9Y2R9	"28S ribosomal protein S7, mitochondrial"	MRPS7
HUMAN	33186	Q6ZNG2	Homeobox protein DBX2	DBX2
HUMAN	1186	Q9NR21	Poly [ADP-ribose] polymerase 11	PARP11
HUMAN	11605	O95947	T-box transcription factor TBX6	TBX6
HUMAN	25521	Q8N5C6	S1 RNA-binding domain-containing protein 1	SRBD1
HUMAN	3289	Q13542	Eukaryotic translation initiation factor 4E-binding protein 2	EIF4EBP2
HUMAN	20794	Q2NKX8	DNA excision repair protein ERCC-6-like	ERCC6L
HUMAN	11796	P10827	Thyroid hormone receptor alpha	THRA
HUMAN	9197	P52435	DNA-directed RNA polymerase II subunit RPB11-a	POLR2J
HUMAN	7559	P04198	N-myc proto-oncogene protein	MYCN
HUMAN	9128	Q13401	Putative postmeiotic segregation increased 2-like protein 3	PMS2P3
HUMAN	17634	Q7Z417	Nuclear fragile X mental retardation-interacting protein 2	NUFIP2
HUMAN	21735	Q9UPM6	LIM/homeobox protein Lhx6	LHX6
HUMAN	10765	Q15459	Splicing factor 3A subunit 1	SF3A1
HUMAN	2065	Q96NY7	Chloride intracellular channel protein 6	CLIC6
HUMAN	ENSG00000272410	H7C1W4	Uncharacterized protein (Fragment)	unassigned
HUMAN	604	P41238	C-U-editing enzyme APOBEC-1	APOBEC1
HUMAN	9971	P40938	Replication factor C subunit 3	RFC3
HUMAN	2740	Q92841	Probable ATP-dependent RNA helicase DDX17	DDX17
HUMAN	4213	Q96MZ0	Ganglioside-induced differentiation-associated protein 1-like 1	GDAP1L1
HUMAN	12862	P26651	Tristetraprolin	ZFP36
HUMAN	17800	Q9NSD9	Phenylalanine--tRNA ligase beta subunit	FARSB
HUMAN	17050	Q9UNX3	60S ribosomal protein L26-like 1	RPL26L1
HUMAN	20569	Q9UK58	Cyclin-L1	CCNL1
HUMAN	ENSG00000269547	M0R2C6	Uncharacterized protein (Fragment)	unassigned
HUMAN	11098	P51531	Probable global transcription activator SNF2L2	SMARCA2
HUMAN	6916	Q9UIS9	Methyl-CpG-binding domain protein 1	MBD1
HUMAN	12305	Q15643	Thyroid receptor-interacting protein 11	TRIP11
HUMAN	71	Q9UG63	ATP-binding cassette sub-family F member 2	ABCF2
HUMAN	23696	Q7Z3E1	TCDD-inducible poly [ADP-ribose] polymerase	TIPARP
HUMAN	11749	Q14186	Transcription factor Dp-1	TFDP1
HUMAN	2678	P14868	"Aspartate--tRNA ligase, cytoplasmic"	DARS
HUMAN	11799	P10828	Thyroid hormone receptor beta	THRB
HUMAN	20038	Q9Y2R4	Probable ATP-dependent RNA helicase DDX52	DDX52
HUMAN	15970	Q9NRJ5	Poly(A) polymerase beta	PAPOLB
HUMAN	10074	P13489	Ribonuclease inhibitor	RNH1
HUMAN	30046	Q96BK5	PIN2/TERF1-interacting telomerase inhibitor 1	PINX1
HUMAN	13011	Q9P2Y4	Zinc finger protein 219	ZNF219
HUMAN	25844	Q9H898	Zinc finger matrin-type protein 4	ZMAT4
HUMAN	17419	Q6IS14	Eukaryotic translation initiation factor 5A-1-like	EIF5AL1
HUMAN	30557	Q8WUT9	Solute carrier family 25 member 43	SLC25A43
HUMAN	18700	Q9NQI0	Probable ATP-dependent RNA helicase DDX4	DDX4
HUMAN	10045	P10153	Non-secretory ribonuclease	RNASE2
HUMAN	25818	Q9H8M2	Bromodomain-containing protein 9	BRD9
HUMAN	30329	P78345	Ribonuclease P protein subunit p38	RPP38
HUMAN	6703	Q9Y608	Leucine-rich repeat flightless-interacting protein 2	LRRFIP2
HUMAN	25858	Q8TCF1	AN1-type zinc finger protein 1	ZFAND1
HUMAN	29279	Q9P281	BAH and coiled-coil domain-containing protein 1	BAHCC1
HUMAN	2741	Q9NVP1	ATP-dependent RNA helicase DDX18	DDX18
HUMAN	25499	Q9NW75	G patch domain-containing protein 2	GPATCH2
HUMAN	19269	Q8TAA1	Probable ribonuclease 11	RNASE11
HUMAN	10442	P46781	40S ribosomal protein S9	RPS9
HUMAN	29295	O60812	Heterogeneous nuclear ribonucleoprotein C-like 1	HNRNPCL1
HUMAN	7984	O00482	Nuclear receptor subfamily 5 group A member 2	NR5A2
HUMAN	13732	Q9NNZ6	Protamine-3	PRM3
HUMAN	854	P21281	"V-type proton ATPase subunit B, brain isoform"	ATP6V1B2
HUMAN	34519	O60290	Zinc finger protein 862	ZNF862
HUMAN	26202	Q6IN84	"rRNA methyltransferase 1, mitochondrial"	MRM1
HUMAN	28952	P42695	Condensin-2 complex subunit D3	NCAPD3
HUMAN	22265	Q7RTS1	Class A basic helix-loop-helix protein 15	BHLHA15
HUMAN	5021	P55317	Hepatocyte nuclear factor 3-alpha	FOXA1
HUMAN	26228	Q8N6Q8	Methyltransferase-like protein 25	METTL25
HUMAN	18196	Q9BT81	Transcription factor SOX-7	SOX7
HUMAN	11304	P49458	Signal recognition particle 9 kDa protein	SRP9
HUMAN	22938	P59046	"NACHT, LRR and PYD domains-containing protein 12"	NLRP12
HUMAN	23729	Q8IYA7	Homeobox protein Mohawk	MKX
HUMAN	30361	Q9BUL9	Ribonuclease P protein subunit p25	RPP25
HUMAN	37101	A8MPP1	Putative ATP-dependent RNA helicase DDX11-like protein 8	DDX11L8
HUMAN	11962	O15417	Trinucleotide repeat-containing gene 18 protein	TNRC18
HUMAN	10418	P62857	40S ribosomal protein S28	RPS28
HUMAN	10414	P62854	40S ribosomal protein S26	RPS26
HUMAN	14350	Q8IVW6	AT-rich interactive domain-containing protein 3B	ARID3B
HUMAN	15815	Q7Z478	ATP-dependent RNA helicase DHX29	DHX29
HUMAN	12823	O43895	Xaa-Pro aminopeptidase 2	XPNPEP2
HUMAN	28737	Q8IXM2	Chromatin complexes subunit BAP18	BAP18
HUMAN	8632	P40424	Pre-B-cell leukemia transcription factor 1	PBX1
HUMAN	24575	Q9Y248	DNA replication complex GINS protein PSF2	GINS2
HUMAN	26790	Q3MJ13	WD repeat-containing protein 72	WDR72
HUMAN	3031	Q99856	AT-rich interactive domain-containing protein 3A	ARID3A
HUMAN	11599	Q9UL17	T-box transcription factor TBX21	TBX21
HUMAN	13032	P17028	Zinc finger protein 24	ZNF24
HUMAN	19351	Q9H694	Protein bicaudal C homolog 1	BICC1
HUMAN	9280	P50336	Protoporphyrinogen oxidase	PPOX
HUMAN	26052	Q5TA45	Integrator complex subunit 11	CPSF3L
HUMAN	11163	P62308	Small nuclear ribonucleoprotein G	SNRPG
HUMAN	7732	Q15843	NEDD8	NEDD8
HUMAN	22973	A3KN83	Protein strawberry notch homolog 1	SBNO1
HUMAN	4916	P54198	Protein HIRA	HIRA
HUMAN	12871	Q9UKY1	Zinc fingers and homeoboxes protein 1	ZHX1
HUMAN	14358	P78414	Iroquois-class homeodomain protein IRX-1	IRX1
HUMAN	785	P18847	Cyclic AMP-dependent transcription factor ATF-3	ATF3
HUMAN	16983	Q8TAK6	Oligodendrocyte transcription factor 1	OLIG1
HUMAN	16988	Q9BRL6	Serine/arginine-rich splicing factor 8	SRSF8
HUMAN	14042	Q9Y3B7	"39S ribosomal protein L11, mitochondrial"	MRPL11
HUMAN	10329	P46776	60S ribosomal protein L27a	RPL27A
HUMAN	17030	Q9HCN4	GPN-loop GTPase 1	GPN1
HUMAN	29657	Q8N108	Mesoderm induction early response protein 1	MIER1
HUMAN	11479	O43463	Histone-lysine N-methyltransferase SUV39H1	SUV39H1
HUMAN	2697	Q10586	D site-binding protein	DBP
HUMAN	10555	Q99700	Ataxin-2	ATXN2
HUMAN	12511	P17480	Nucleolar transcription factor 1	UBTF
HUMAN	26818	Q68D10	Protein SPT2 homolog	SPTY2D1
HUMAN	21039	Q6P9G9	Zinc finger protein 449	ZNF449
HUMAN	32940	A6NCS4	Homeobox protein Nkx-2.6	NKX2-6
HUMAN	10340	P49207	60S ribosomal protein L34	RPL34
HUMAN	24603	Q5H9I0	Transcription factor Dp family member 3	TFDP3
HUMAN	27252	Q7Z2G1	Histone H2B type W-T	H2BFWT
HUMAN	17094	Q96EH5	60S ribosomal protein L39-like	RPL39L
HUMAN	14476	Q9NX20	"39S ribosomal protein L16, mitochondrial"	MRPL16
HUMAN	228	Q9BUB4	tRNA-specific adenosine deaminase 1	ADAT1
HUMAN	11602	O15119	T-box transcription factor TBX3	TBX3
HUMAN	26798	Q8N8R7	ARL14 effector protein	ARL14EP
HUMAN	3114	Q14209	Transcription factor E2F2	E2F2
HUMAN	14222	Q9NQ69	LIM/homeobox protein Lhx9	LHX9
HUMAN	4984	P05114	Non-histone chromosomal protein HMG-14	HMGN1
HUMAN	11594	Q96SF7	T-box transcription factor TBX15	TBX15
HUMAN	30296	Q8IY67	Ribonucleoprotein PTB-binding 1	RAVER1
HUMAN	1421	O43772	Mitochondrial carnitine/acylcarnitine carrier protein	SLC25A20
HUMAN	31652	Q9UD57	NK1 transcription factor-related protein 2	NKX1-2
HUMAN	25971	Q9H6Y2	WD repeat-containing protein 55	WDR55
HUMAN	10990	P12235	ADP/ATP translocase 1	SLC25A4
HUMAN	34342	A6NHR8	Putative protein FAM47D	FAM47DP
HUMAN	3320	Q9UKW6	ETS-related transcription factor Elf-5	ELF5
HUMAN	10781	P62995	Transformer-2 protein homolog beta	TRA2B
HUMAN	10982	O75746	Calcium-binding mitochondrial carrier protein Aralar1	SLC25A12
HUMAN	13490	Q9Y4E6	WD repeat-containing protein 7	WDR7
HUMAN	3019	Q14919	Dr1-associated corepressor	DRAP1
HUMAN	4612	P56915	Homeobox protein goosecoid	GSC
HUMAN	11535	P21675	Transcription initiation factor TFIID subunit 1	TAF1
HUMAN	11556	P17542	T-cell acute lymphocytic leukemia protein 1	TAL1
HUMAN	18477	Q9UKD2	mRNA turnover protein 4 homolog	MRTO4
HUMAN	28118	P13994	Coiled-coil domain-containing protein 130	CCDC130
HUMAN	23292	P60321	Nanos homolog 2	NANOS2
HUMAN	11466	O75486	Transcription initiation protein SPT3 homolog	SUPT3H
HUMAN	25628	Q9NUU7	ATP-dependent RNA helicase DDX19A	DDX19A
HUMAN	16095	Q96NM4	TOX high mobility group box family member 2	TOX2
HUMAN	33179	A6NMX2	Eukaryotic translation initiation factor 4E type 1B	EIF4E1B
HUMAN	9200	O00411	"DNA-directed RNA polymerase, mitochondrial"	POLRMT
HUMAN	15593	Q9UHA2	SS18-like protein 2	SS18L2
HUMAN	ENSG00000255663	I3L521	Uncharacterized protein (Fragment)	unassigned
HUMAN	6600	P49916	DNA ligase 3	LIG3
HUMAN	18681	Q7L014	Probable ATP-dependent RNA helicase DDX46	DDX46
HUMAN	12463	P0CG47	Polyubiquitin-B	UBB
HUMAN	24650	Q9H9B1	Histone-lysine N-methyltransferase EHMT1	EHMT1
HUMAN	25538	Q6PI48	"Aspartate--tRNA ligase, mitochondrial"	DARS2
HUMAN	11151	P09012	U1 small nuclear ribonucleoprotein A	SNRPA
HUMAN	24700	Q5QNW6	Histone H2B type 2-F	HIST2H2BF
HUMAN	12984	O15535	Zinc finger and SCAN domain-containing protein 9	ZSCAN9
HUMAN	4778	Q16695	Histone H3.1t	HIST3H3
HUMAN	31802	Q96CB9	5-methylcytosine rRNA methyltransferase NSUN4	NSUN4
HUMAN	8615	P15863	Paired box protein Pax-1	PAX1
HUMAN	5401	Q9HB58	Sp110 nuclear body protein	SP110
HUMAN	9948	P46063	ATP-dependent DNA helicase Q1	RECQL
HUMAN	22941	Q7RTR0	"NACHT, LRR and PYD domains-containing protein 9"	NLRP9
HUMAN	691	O14813	Paired mesoderm homeobox protein 2A	PHOX2A
HUMAN	6595	Q9UBR4	LIM/homeobox protein Lhx3	LHX3
HUMAN	225	P55265	Double-stranded RNA-specific adenosine deaminase	ADAR
HUMAN	13007	Q9UL58	Zinc finger protein 215	ZNF215
HUMAN	30359	Q9Y534	Cold shock domain-containing protein C2	CSDC2
HUMAN	3814	O75593	Forkhead box protein H1	FOXH1
HUMAN	14377	Q9NX24	H/ACA ribonucleoprotein complex subunit 2	NHP2
HUMAN	11152	P09661	U2 small nuclear ribonucleoprotein A'	SNRPA1
HUMAN	18420	Q9BYW2	Histone-lysine N-methyltransferase SETD2	SETD2
HUMAN	7565	P13349	Myogenic factor 5	MYF5
HUMAN	25823	Q6N063	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2	OGFOD2
HUMAN	30541	A8K979	ERI1 exoribonuclease 2	ERI2
HUMAN	13718	P15407	Fos-related antigen 1	FOSL1
HUMAN	21464	Q86W26	"NACHT, LRR and PYD domains-containing protein 10"	NLRP10
HUMAN	10426	P46782	40S ribosomal protein S5	RPS5
HUMAN	29933	Q86WI3	Protein NLRC5	NLRC5
HUMAN	7880	O95628	CCR4-NOT transcription complex subunit 4	CNOT4
HUMAN	3471	P11474	Steroid hormone receptor ERR1	ESRRA
HUMAN	21961	Q6NSZ9	Zinc finger and SCAN domain-containing protein 25	ZSCAN25
HUMAN	14929	Q96EB6	NAD-dependent protein deacetylase sirtuin-1	SIRT1
HUMAN	33437	P0CG30	Glutathione S-transferase theta-2B	GSTT2B
HUMAN	14361	P78411	Iroquois-class homeodomain protein IRX-5	IRX5
HUMAN	3081	Q96PT4	Putative double homeobox protein 3	DUX3
HUMAN	14479	Q7Z2W9	"39S ribosomal protein L21, mitochondrial"	MRPL21
HUMAN	9864	P10276	Retinoic acid receptor alpha	RARA
HUMAN	6132	P61371	Insulin gene enhancer protein ISL-1	ISL1
HUMAN	4622	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B	GSPT2
HUMAN	1656	O95400	CD2 antigen cytoplasmic tail-binding protein 2	CD2BP2
HUMAN	10979	P53007	"Tricarboxylate transport protein, mitochondrial"	SLC25A1
HUMAN	14483	Q9P0M9	"39S ribosomal protein L27, mitochondrial"	MRPL27
HUMAN	4315	Q53GS7	Nucleoporin GLE1	GLE1
HUMAN	11162	P62306	Small nuclear ribonucleoprotein F	SNRPF
HUMAN	2918	P56178	Homeobox protein DLX-5	DLX5
HUMAN	2743	Q9UHI6	Probable ATP-dependent RNA helicase DDX20	DDX20
HUMAN	15888	Q9NZ71	Regulator of telomere elongation helicase 1	RTEL1
HUMAN	29036	Q96H78	Solute carrier family 25 member 44	SLC25A44
HUMAN	4989	O00479	High mobility group nucleosome-binding domain-containing protein 4	HMGN4
HUMAN	14279	Q6P1L8	"39S ribosomal protein L14, mitochondrial"	MRPL14
HUMAN	8071	Q9UBU9	Nuclear RNA export factor 1	NXF1
HUMAN	20516	Q6DN03	Putative histone H2B type 2-C	HIST2H2BC
HUMAN	30097	O94913	Pre-mRNA cleavage complex 2 protein Pcf11	PCF11
HUMAN	14234	Q96L73	"Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific"	NSD1
HUMAN	23462	Q5T2P9	"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 10"	AGAP10
HUMAN	4749	Q99877	Histone H2B type 1-N	HIST1H2BN
HUMAN	5132	Q9GZZ0	Homeobox protein Hox-D1	HOXD1
HUMAN	16403	Q9UL40	Zinc finger protein 346	ZNF346
HUMAN	34005	A8CG34	Nuclear envelope pore membrane protein POM 121C	POM121C
HUMAN	16682	Q86T24	Transcriptional regulator Kaiso	ZBTB33
HUMAN	24893	Q75WM6	Testis-specific H1 histone	H1FNT
HUMAN	3489	P15036	Protein C-ets-2	ETS2
HUMAN	3316	P32519	ETS-related transcription factor Elf-1	ELF1
HUMAN	11547	Q92804	TATA-binding protein-associated factor 2N	TAF15
HUMAN	9235	Q03181	Peroxisome proliferator-activated receptor delta	PPARD
HUMAN	14492	Q8IXM3	"39S ribosomal protein L41, mitochondrial"	MRPL41
HUMAN	4771	P68431	Histone H3.1	HIST1H3A
HUMAN	11355	Q8N3U4	Cohesin subunit SA-2	STAG2
HUMAN	3492	P41162	ETS translocation variant 3	ETV3
HUMAN	6947	P33991	DNA replication licensing factor MCM4	MCM4
HUMAN	7762	Q13562	Neurogenic differentiation factor 1	NEUROD1
HUMAN	11588	P20226	TATA-box-binding protein	TBP
HUMAN	10047	P34096	Ribonuclease 4	RNASE4
HUMAN	20508	Q8IUE6	Histone H2A type 2-B	HIST2H2AB
HUMAN	4816	P12081	"Histidine--tRNA ligase, cytoplasmic"	HARS
HUMAN	10411	P62847	40S ribosomal protein S24	RPS24
HUMAN	13221	Q9H165	B-cell lymphoma/leukemia 11A	BCL11A
HUMAN	23480	P85037	Forkhead box protein K1	FOXK1
HUMAN	10759	Q9Y6X1	Stress-associated endoplasmic reticulum protein 1	SERP1
HUMAN	49181	S4R435	Protein RPS10-NUDT3 (Fragment)	RPS10-NUDT3
HUMAN	20084	Q8TDD1	ATP-dependent RNA helicase DDX54	DDX54
HUMAN	9894	Q08999	Retinoblastoma-like protein 2	RBL2
HUMAN	10854	O60902	Short stature homeobox protein 2	SHOX2
HUMAN	9906	O43251	RNA binding protein fox-1 homolog 2	RBFOX2
HUMAN	ENSG00000237452	C9JSJ3	Uncharacterized protein	unassigned
HUMAN	4171	P23769	Endothelial transcription factor GATA-2	GATA2
HUMAN	26347	B5ME19	Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3CL
HUMAN	28073	Q8N6M9	AN1-type zinc finger protein 2A	ZFAND2A
HUMAN	20338	Q7L622	G2/M phase-specific E3 ubiquitin-protein ligase	G2E3
HUMAN	13009	O75362	Zinc finger protein 217	ZNF217
HUMAN	28875	Q8WZ79	Deoxyribonuclease-2-beta	DNASE2B
HUMAN	13997	Q9H4Q4	PR domain zinc finger protein 12	PRDM12
HUMAN	2064	O95833	Chloride intracellular channel protein 3	CLIC3
HUMAN	17357	Q9HC16	DNA dC-dU-editing enzyme APOBEC-3G	APOBEC3G
HUMAN	30858	Q15029	116 kDa U5 small nuclear ribonucleoprotein component	EFTUD2
HUMAN	21397	Q8N228	Sex comb on midleg-like protein 4	SCML4
HUMAN	30291	Q9UN86	Ras GTPase-activating protein-binding protein 2	G3BP2
HUMAN	1918	Q12873	Chromodomain-helicase-DNA-binding protein 3	CHD3
HUMAN	29322	Q9HCG8	Pre-mRNA-splicing factor CWC22 homolog	CWC22
HUMAN	4880	Q9Y5J3	Hairy/enhancer-of-split related with YRPW motif protein 1	HEY1
HUMAN	18523	Q6VB84	Forkhead box protein D4-like 3	FOXD4L3
HUMAN	18193	Q9NY93	Probable ATP-dependent RNA helicase DDX56	DDX56
HUMAN	26226	Q5TGS1	Transcription factor HES-3	HES3
HUMAN	4273	Q14161	ARF GTPase-activating protein GIT2	GIT2
HUMAN	15674	Q9BWW4	Single-stranded DNA-binding protein 3	SSBP3
HUMAN	18677	Q9NXZ2	Probable ATP-dependent RNA helicase DDX43	DDX43
HUMAN	3321	P19419	ETS domain-containing protein Elk-1	ELK1
HUMAN	18524	Q96A47	Insulin gene enhancer protein ISL-2	ISL2
HUMAN	10351	Q92901	60S ribosomal protein L3-like	RPL3L
HUMAN	16717	Q7L7V1	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	DHX32
HUMAN	18160	Q9Y603	Transcription factor ETV7	ETV7
HUMAN	20454	Q9H9Y6	DNA-directed RNA polymerase I subunit RPA2	POLR1B
HUMAN	15852	Q8N6T3	ADP-ribosylation factor GTPase-activating protein 1	ARFGAP1
HUMAN	18570	Q8IUE1	Homeobox protein TGIF2LX	TGIF2LX
HUMAN	4718	P10412	Histone H1.4	HIST1H1E
HUMAN	17343	P31941	DNA dC-dU-editing enzyme APOBEC-3A	APOBEC3A
HUMAN	24923	Q9Y5R4	HemK methyltransferase family member 1	HEMK1
HUMAN	13575	O60885	Bromodomain-containing protein 4	BRD4
HUMAN	8848	O00541	Pescadillo homolog	PES1
HUMAN	5123	O43248	Homeobox protein Hox-C11	HOXC11
HUMAN	11196	O60248	Protein SOX-15	SOX15
HUMAN	7411	O94776	Metastasis-associated protein MTA2	MTA2
HUMAN	5331	Q9HC29	Nucleotide-binding oligomerization domain-containing protein 2	NOD2
HUMAN	29934	Q6ZQQ6	WD repeat-containing protein 87	WDR87
HUMAN	17086	Q9H0L4	Cleavage stimulation factor subunit 2 tau variant	CSTF2T
HUMAN	10904	Q14493	Histone RNA hairpin-binding protein	SLBP
HUMAN	24974	Q8IZ69	tRNA (uracil-5-)-methyltransferase homolog A	TRMT2A
HUMAN	ENSG00000268714	M0QZ94	Uncharacterized protein (Fragment)	unassigned
HUMAN	17353	Q9NRW3	DNA dC-dU-editing enzyme APOBEC-3C	APOBEC3C
HUMAN	14277	Q9BYD2	"39S ribosomal protein L9, mitochondrial"	MRPL9
HUMAN	11515	O15178	Brachyury protein	T
HUMAN	25319	Q9H0C2	ADP/ATP translocase 4	SLC25A31
HUMAN	8057	Q9UHK0	Nuclear fragile X mental retardation-interacting protein 1	NUFIP1
HUMAN	25592	Q9NV88	Integrator complex subunit 9	INTS9
HUMAN	4764	P84243	Histone H3.3	H3F3A
HUMAN	1080	P05423	DNA-directed RNA polymerase III subunit RPC4	POLR3D
HUMAN	16944	Q96I25	Splicing factor 45	RBM17
HUMAN	10761	Q15047	Histone-lysine N-methyltransferase SETDB1	SETDB1
HUMAN	5122	Q9NYD6	Homeobox protein Hox-C10	HOXC10
HUMAN	21375	Q5JTD7	Leucine-rich repeat-containing protein 73	LRRC73
HUMAN	26948	Q5T013	Putative hydroxypyruvate isomerase	HYI
HUMAN	25394	Q7Z3H4	Sterile alpha motif domain-containing protein 7	SAMD7
HUMAN	18795	O15205	Ubiquitin D	UBD
HUMAN	5129	P31273	Homeobox protein Hox-C8	HOXC8
HUMAN	9236	P37231	Peroxisome proliferator-activated receptor gamma	PPARG
HUMAN	3802	Q16676	Forkhead box protein D1	FOXD1
HUMAN	16849	Q15014	Mortality factor 4-like protein 2	MORF4L2
HUMAN	28987	Q92615	La-related protein 4B	LARP4B
HUMAN	9905	Q9Y5S9	RNA-binding protein 8A	RBM8A
HUMAN	24949	Q01804	OTU domain-containing protein 4	OTUD4
HUMAN	784	P15336	Cyclic AMP-dependent transcription factor ATF-2	ATF2
HUMAN	23188	Q7Z6K1	THAP domain-containing protein 5	THAP5
HUMAN	21637	Q9UPW6	DNA-binding protein SATB2	SATB2
HUMAN	31795	A6PVI3	Nuclear cap-binding protein subunit 2-like	NCBP2L
HUMAN	10478	P28702	Retinoic acid receptor RXR-beta	RXRB
HUMAN	2773	O76075	DNA fragmentation factor subunit beta	DFFB
HUMAN	5358	Q02556	Interferon regulatory factor 8	IRF8
HUMAN	11153	P14678	Small nuclear ribonucleoprotein-associated proteins B and B'	SNRPB
HUMAN	1108	P47974	"Zinc finger protein 36, C3H1 type-like 2"	ZFP36L2
HUMAN	5000	P26583	High mobility group protein B2	HMGB2
HUMAN	18674	Q9UJV9	Probable ATP-dependent RNA helicase DDX41	DDX41
HUMAN	11164	P63162	Small nuclear ribonucleoprotein-associated protein N	SNRPN
HUMAN	16653	Q96GC5	"39S ribosomal protein L48, mitochondrial"	MRPL48
HUMAN	30939	Q86UP3	Zinc finger homeobox protein 4	ZFHX4
HUMAN	10362	Q02878	60S ribosomal protein L6	RPL6
HUMAN	7871	Q15233	Non-POU domain-containing octamer-binding protein	NONO
HUMAN	12467	J3QRK5	Protein UBBP4	UBBP4
HUMAN	19440	Q9Y3A5	Ribosome maturation protein SBDS	SBDS
HUMAN	31686	Q5HYR2	Doublesex- and mab-3-related transcription factor C1	DMRTC1
HUMAN	17896	Q9UMS4	Pre-mRNA-processing factor 19	PRPF19
HUMAN	31837	Q8N5X7	Eukaryotic translation initiation factor 4E type 3	EIF4E3
HUMAN	7547	P10243	Myb-related protein A	MYBL1
HUMAN	1552	Q14781	Chromobox protein homolog 2	CBX2
HUMAN	4272	Q9Y2X7	ARF GTPase-activating protein GIT1	GIT1
HUMAN	3816	Q92949	Forkhead box protein J1	FOXJ1
HUMAN	18818	Q8NF99	Zinc finger protein 397	ZNF397
HUMAN	8518	Q5XKR4	Homeobox protein orthopedia	OTP
HUMAN	12311	Q15654	Thyroid receptor-interacting protein 6	TRIP6
HUMAN	13517	Q9NZA1	Chloride intracellular channel protein 5	CLIC5
HUMAN	9232	Q07869	Peroxisome proliferator-activated receptor alpha	PPARA
HUMAN	6973	Q00987	E3 ubiquitin-protein ligase Mdm2	MDM2
HUMAN	823	P25705	"ATP synthase subunit alpha, mitochondrial"	ATP5A1
HUMAN	9125	Q13670	Putative postmeiotic segregation increased 2-like protein 11	PMS2P11
HUMAN	25369	Q8N7R1	POM121-like protein 12	POM121L12
HUMAN	15887	Q9BX40	Protein LSM14 homolog B	LSM14B
HUMAN	6593	P48742	LIM/homeobox protein Lhx1	LHX1
HUMAN	1555	P45973	Chromobox protein homolog 5	CBX5
HUMAN	17101	Q15022	Polycomb protein SUZ12	SUZ12
HUMAN	20870	Q9H7B2	Ribosome production factor 2 homolog	RPF2
HUMAN	10383	P46783	40S ribosomal protein S10	RPS10
HUMAN	12790	O00258	Tail-anchored protein insertion receptor WRB	WRB
HUMAN	15954	Q96GM8	Target of EGR1 protein 1	TOE1
HUMAN	25994	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2
HUMAN	24975	Q15270	NK1 transcription factor-related protein 1	NKX1-1
HUMAN	24959	Q9BZM3	GS homeobox 2	GSX2
